RANDAO,Block Number
1.08E+77,15563019
9.37E+76,15563020
6.60E+76,15563021
3.84E+76,15563022
2.71E+76,15563023
1.30E+75,15563024
1.13E+77,15563025
8.10E+76,15563026
5.37E+76,15563027
1.13E+76,15563028
8.38E+76,15563029
8.88E+76,15563030
2.32E+76,15563031
6.72E+76,15563032
1.02E+77,15563033
7.77E+76,15563034
9.24E+76,15563035
1.10E+77,15563036
7.45E+76,15563037
4.17E+76,15563038
1.06E+76,15563039
8.80E+76,15563040
1.19E+76,15563041
2.50E+76,15563042
2.38E+76,15563043
8.12E+76,15563044
3.17E+76,15563045
1.11E+77,15563046
8.43E+76,15563047
1.04E+77,15563048
9.84E+76,15563049
3.09E+76,15563050
8.20E+76,15563051
6.95E+76,15563052
1.16E+77,15563053
9.03E+76,15563054
8.04E+76,15563055
4.67E+76,15563056
3.56E+76,15563057
1.18E+76,15563058
2.93E+76,15563059
1.13E+77,15563060
8.47E+76,15563061
3.22E+75,15563062
8.30E+76,15563063
5.77E+76,15563064
5.77E+75,15563065
5.53E+76,15563066
4.12E+76,15563067
9.47E+76,15563068
2.72E+76,15563069
7.14E+76,15563070
2.94E+75,15563071
8.96E+76,15563072
3.56E+76,15563073
2.72E+76,15563074
7.92E+76,15563075
4.09E+76,15563076
6.79E+76,15563077
8.75E+76,15563078
3.71E+76,15563079
1.52E+76,15563080
1.06E+77,15563081
5.13E+76,15563082
1.04E+77,15563083
1.11E+77,15563084
6.94E+76,15563085
8.17E+76,15563086
8.00E+76,15563087
7.02E+76,15563088
9.17E+76,15563089
9.46E+76,15563090
8.29E+76,15563091
1.14E+76,15563092
5.71E+76,15563093
5.42E+76,15563094
8.90E+76,15563095
1.08E+77,15563096
7.97E+76,15563097
2.70E+75,15563098
8.92E+76,15563099
7.05E+76,15563100
6.36E+76,15563101
9.24E+76,15563102
1.07E+77,15563103
8.89E+76,15563104
1.00E+77,15563105
8.02E+76,15563106
5.72E+76,15563107
1.93E+76,15563108
1.33E+76,15563109
4.50E+76,15563110
4.06E+76,15563111
1.08E+76,15563112
6.82E+76,15563113
4.22E+76,15563114
1.01E+77,15563115
4.75E+76,15563116
9.65E+76,15563117
3.27E+76,15563118
4.00E+76,15563119
7.09E+76,15563120
6.93E+76,15563121
8.28E+76,15563122
4.13E+76,15563123
7.38E+76,15563124
1.51E+76,15563125
4.84E+75,15563126
4.07E+76,15563127
5.80E+76,15563128
7.13E+76,15563129
4.01E+76,15563130
7.26E+75,15563131
3.17E+76,15563132
1.08E+77,15563133
6.79E+75,15563134
8.74E+76,15563135
7.25E+76,15563136
6.76E+76,15563137
3.04E+76,15563138
2.80E+76,15563139
2.41E+76,15563140
7.92E+76,15563141
3.18E+76,15563142
7.10E+76,15563143
1.60E+76,15563144
4.11E+76,15563145
8.59E+76,15563146
6.07E+76,15563147
4.22E+76,15563148
9.24E+76,15563149
4.06E+76,15563150
7.36E+74,15563151
1.12E+77,15563152
1.01E+77,15563153
4.32E+76,15563154
6.11E+76,15563155
5.16E+76,15563156
1.42E+76,15563157
1.55E+76,15563158
4.51E+76,15563159
1.45E+76,15563160
6.84E+76,15563161
2.38E+76,15563162
5.91E+76,15563163
2.05E+76,15563164
1.06E+75,15563165
2.18E+76,15563166
2.15E+75,15563167
7.76E+76,15563168
2.39E+76,15563169
8.24E+76,15563170
1.97E+76,15563171
2.89E+76,15563172
1.03E+77,15563173
2.70E+76,15563174
8.29E+76,15563175
1.10E+77,15563176
7.67E+75,15563177
3.77E+76,15563178
3.03E+76,15563179
7.72E+76,15563180
3.96E+76,15563181
7.47E+76,15563182
6.27E+76,15563183
9.71E+76,15563184
1.40E+76,15563185
6.02E+76,15563186
1.11E+77,15563187
6.52E+76,15563188
2.30E+76,15563189
3.19E+76,15563190
1.06E+77,15563191
2.80E+75,15563192
2.79E+76,15563193
4.17E+76,15563194
2.13E+76,15563195
1.01E+77,15563196
6.99E+76,15563197
1.16E+77,15563198
3.54E+76,15563199
8.88E+76,15563200
3.32E+76,15563201
5.58E+76,15563202
1.11E+77,15563203
9.36E+76,15563204
3.57E+76,15563205
9.22E+75,15563206
1.84E+76,15563207
9.11E+76,15563208
5.52E+76,15563209
3.02E+76,15563210
5.03E+76,15563211
8.21E+76,15563212
9.84E+76,15563213
1.55E+76,15563214
2.49E+76,15563215
6.16E+76,15563216
4.36E+76,15563217
1.98E+76,15563218
9.36E+76,15563219
6.82E+76,15563220
3.95E+76,15563221
2.24E+76,15563222
8.41E+76,15563223
2.00E+76,15563224
8.89E+75,15563225
7.73E+76,15563226
6.37E+76,15563227
9.14E+76,15563228
4.11E+76,15563229
9.29E+76,15563230
7.28E+76,15563231
6.05E+76,15563232
2.69E+76,15563233
4.48E+76,15563234
5.22E+76,15563235
5.10E+76,15563236
1.44E+76,15563237
5.86E+76,15563238
7.34E+76,15563239
6.60E+76,15563240
1.14E+77,15563241
5.50E+76,15563242
4.75E+76,15563243
9.75E+75,15563244
9.53E+76,15563245
2.00E+76,15563246
2.05E+76,15563247
8.33E+76,15563248
8.46E+76,15563249
1.92E+76,15563250
8.19E+76,15563251
2.36E+76,15563252
2.10E+76,15563253
3.90E+76,15563254
9.32E+76,15563255
6.03E+76,15563256
4.88E+76,15563257
3.51E+76,15563258
4.62E+76,15563259
1.39E+76,15563260
2.60E+75,15563261
6.61E+76,15563262
2.10E+76,15563263
3.00E+76,15563264
5.08E+76,15563265
6.03E+76,15563266
1.04E+77,15563267
6.40E+76,15563268
9.36E+76,15563269
7.24E+76,15563270
1.25E+76,15563271
6.69E+76,15563272
9.92E+76,15563273
4.77E+76,15563274
5.85E+76,15563275
1.20E+76,15563276
3.67E+76,15563277
3.20E+76,15563278
3.76E+75,15563279
8.84E+76,15563280
3.09E+76,15563281
7.49E+75,15563282
3.64E+76,15563283
8.77E+75,15563284
1.67E+76,15563285
8.87E+76,15563286
9.31E+76,15563287
3.32E+76,15563288
5.49E+76,15563289
2.69E+76,15563290
3.09E+76,15563291
8.14E+76,15563292
6.58E+76,15563293
9.10E+76,15563294
1.75E+76,15563295
5.67E+76,15563296
3.97E+76,15563297
3.23E+76,15563298
2.82E+76,15563299
7.69E+76,15563300
7.49E+76,15563301
5.65E+76,15563302
1.12E+77,15563303
8.05E+76,15563304
1.05E+77,15563305
7.83E+76,15563306
2.32E+76,15563307
8.04E+76,15563308
9.93E+76,15563309
3.05E+76,15563310
1.12E+77,15563311
1.03E+77,15563312
6.99E+75,15563313
3.02E+76,15563314
4.46E+76,15563315
1.04E+77,15563316
1.06E+77,15563317
1.03E+77,15563318
2.70E+75,15563319
1.05E+77,15563320
8.17E+76,15563321
6.58E+76,15563322
3.97E+76,15563323
7.61E+76,15563324
3.17E+76,15563325
9.09E+76,15563326
8.14E+76,15563327
5.95E+76,15563328
1.03E+77,15563329
6.79E+76,15563330
1.09E+77,15563331
7.29E+76,15563332
2.70E+76,15563333
4.84E+76,15563334
7.05E+76,15563335
6.44E+76,15563336
9.91E+75,15563337
7.71E+76,15563338
3.99E+76,15563339
9.99E+76,15563340
6.62E+76,15563341
5.73E+76,15563342
6.83E+76,15563343
6.51E+76,15563344
2.04E+76,15563345
4.94E+76,15563346
6.54E+76,15563347
5.09E+76,15563348
3.45E+76,15563349
6.87E+76,15563350
5.90E+76,15563351
2.27E+76,15563352
1.16E+77,15563353
1.87E+75,15563354
2.23E+76,15563355
5.37E+76,15563356
9.84E+76,15563357
1.72E+76,15563358
5.33E+76,15563359
2.06E+76,15563360
1.13E+77,15563361
7.04E+76,15563362
8.90E+76,15563363
1.23E+76,15563364
4.20E+76,15563365
6.82E+76,15563366
7.21E+76,15563367
4.46E+76,15563368
4.84E+76,15563369
9.66E+75,15563370
8.65E+76,15563371
5.39E+76,15563372
1.05E+77,15563373
4.93E+76,15563374
8.66E+76,15563375
7.63E+76,15563376
3.58E+76,15563377
1.22E+76,15563378
3.21E+76,15563379
7.27E+76,15563380
3.82E+76,15563381
1.05E+77,15563382
4.45E+76,15563383
7.66E+75,15563384
1.46E+76,15563385
2.70E+75,15563386
3.75E+75,15563387
7.69E+76,15563388
8.33E+76,15563389
8.13E+76,15563390
8.40E+76,15563391
2.64E+76,15563392
4.53E+76,15563393
9.83E+75,15563394
1.14E+77,15563395
1.03E+77,15563396
7.87E+76,15563397
1.09E+77,15563398
7.33E+76,15563399
8.50E+76,15563400
6.45E+76,15563401
6.69E+76,15563402
2.41E+76,15563403
5.49E+76,15563404
1.12E+77,15563405
1.13E+77,15563406
6.96E+76,15563407
6.73E+76,15563408
5.01E+76,15563409
7.04E+76,15563410
6.91E+76,15563411
2.92E+76,15563412
2.18E+76,15563413
1.14E+77,15563414
1.09E+77,15563415
1.61E+76,15563416
6.40E+76,15563417
5.70E+76,15563418
1.12E+77,15563419
9.90E+76,15563420
1.69E+76,15563421
1.12E+77,15563422
8.33E+76,15563423
8.91E+76,15563424
8.86E+76,15563425
4.40E+76,15563426
5.63E+76,15563427
7.21E+76,15563428
7.97E+76,15563429
8.16E+76,15563430
3.33E+76,15563431
8.28E+76,15563432
1.01E+77,15563433
3.42E+76,15563434
9.69E+76,15563435
7.34E+76,15563436
3.99E+76,15563437
2.43E+76,15563438
5.44E+76,15563439
9.42E+76,15563440
3.15E+76,15563441
3.46E+76,15563442
3.56E+76,15563443
1.56E+76,15563444
2.82E+76,15563445
4.62E+76,15563446
5.24E+76,15563447
9.73E+76,15563448
7.07E+76,15563449
1.12E+77,15563450
6.34E+74,15563451
9.59E+76,15563452
1.67E+76,15563453
2.97E+76,15563454
7.18E+76,15563455
5.28E+76,15563456
4.51E+76,15563457
1.07E+77,15563458
8.48E+76,15563459
8.40E+76,15563460
8.28E+76,15563461
4.20E+76,15563462
4.53E+76,15563463
7.13E+75,15563464
9.37E+76,15563465
7.10E+76,15563466
6.76E+76,15563467
2.61E+76,15563468
2.87E+76,15563469
6.24E+76,15563470
9.77E+76,15563471
1.29E+76,15563472
9.93E+76,15563473
6.71E+76,15563474
9.24E+76,15563475
7.77E+76,15563476
6.65E+76,15563477
3.74E+76,15563478
7.03E+76,15563479
7.43E+76,15563480
8.38E+76,15563481
1.04E+77,15563482
8.62E+76,15563483
8.52E+76,15563484
6.89E+76,15563485
7.80E+76,15563486
2.35E+76,15563487
3.64E+75,15563488
7.81E+75,15563489
6.74E+76,15563490
4.34E+76,15563491
1.01E+77,15563492
3.82E+76,15563493
2.97E+76,15563494
6.59E+76,15563495
6.33E+76,15563496
3.25E+76,15563497
5.66E+76,15563498
9.05E+76,15563499
3.81E+76,15563500
6.27E+76,15563501
7.75E+76,15563502
6.40E+76,15563503
1.61E+76,15563504
1.08E+77,15563505
9.73E+76,15563506
1.65E+76,15563507
8.47E+76,15563508
3.90E+76,15563509
5.70E+76,15563510
3.22E+76,15563511
9.41E+76,15563512
1.08E+77,15563513
8.59E+75,15563514
1.84E+76,15563515
1.67E+76,15563516
4.66E+76,15563517
3.72E+76,15563518
7.93E+76,15563519
4.29E+76,15563520
1.10E+77,15563521
1.63E+76,15563522
4.39E+76,15563523
7.37E+76,15563524
1.95E+76,15563525
1.13E+77,15563526
4.96E+76,15563527
8.56E+76,15563528
5.29E+76,15563529
1.06E+77,15563530
1.14E+77,15563531
3.54E+76,15563532
4.57E+76,15563533
9.64E+76,15563534
7.18E+76,15563535
6.57E+76,15563536
1.00E+77,15563537
8.71E+76,15563538
6.42E+76,15563539
1.90E+76,15563540
5.19E+76,15563541
7.05E+76,15563542
1.50E+76,15563543
4.18E+76,15563544
9.16E+76,15563545
1.69E+76,15563546
1.48E+76,15563547
4.71E+76,15563548
5.53E+76,15563549
9.21E+76,15563550
1.02E+77,15563551
1.46E+76,15563552
8.48E+76,15563553
7.10E+76,15563554
3.09E+76,15563555
1.94E+76,15563556
9.21E+76,15563557
1.02E+77,15563558
1.21E+76,15563559
1.03E+77,15563560
8.31E+75,15563561
3.68E+76,15563562
8.10E+76,15563563
1.07E+76,15563564
5.77E+75,15563565
1.82E+76,15563566
5.67E+76,15563567
1.01E+77,15563568
3.78E+76,15563569
3.26E+76,15563570
3.35E+76,15563571
5.20E+76,15563572
1.45E+76,15563573
2.22E+76,15563574
7.25E+76,15563575
5.64E+75,15563576
6.58E+76,15563577
6.06E+76,15563578
6.90E+76,15563579
5.96E+76,15563580
3.90E+76,15563581
2.71E+76,15563582
1.01E+77,15563583
4.87E+76,15563584
2.33E+75,15563585
2.31E+76,15563586
3.06E+76,15563587
1.07E+77,15563588
3.82E+76,15563589
3.50E+76,15563590
6.96E+76,15563591
6.41E+76,15563592
9.46E+76,15563593
1.16E+77,15563594
2.53E+76,15563595
3.59E+76,15563596
7.03E+76,15563597
1.30E+76,15563598
7.17E+76,15563599
3.73E+76,15563600
7.40E+76,15563601
8.16E+76,15563602
1.14E+77,15563603
7.54E+76,15563604
5.20E+76,15563605
2.73E+76,15563606
6.91E+76,15563607
3.45E+75,15563608
1.57E+76,15563609
8.34E+76,15563610
8.33E+76,15563611
4.71E+76,15563612
7.27E+76,15563613
1.04E+77,15563614
7.49E+75,15563615
7.99E+76,15563616
1.66E+76,15563617
8.86E+76,15563618
1.08E+77,15563619
6.00E+76,15563620
5.23E+76,15563621
1.93E+76,15563622
8.76E+76,15563623
9.48E+76,15563624
5.28E+76,15563625
2.67E+76,15563626
1.03E+77,15563627
1.86E+76,15563628
4.61E+76,15563629
5.39E+76,15563630
5.00E+76,15563631
4.54E+76,15563632
8.71E+74,15563633
1.05E+77,15563634
5.77E+76,15563635
2.13E+76,15563636
1.67E+76,15563637
7.84E+76,15563638
7.43E+76,15563639
8.57E+76,15563640
6.54E+76,15563641
1.24E+76,15563642
4.27E+76,15563643
3.17E+76,15563644
7.34E+75,15563645
7.58E+76,15563646
2.46E+76,15563647
1.01E+77,15563648
3.86E+76,15563649
1.47E+76,15563650
3.82E+76,15563651
5.69E+75,15563652
3.80E+76,15563653
7.21E+76,15563654
1.08E+77,15563655
3.13E+76,15563656
1.79E+76,15563657
4.38E+76,15563658
7.10E+76,15563659
9.93E+76,15563660
5.57E+76,15563661
3.50E+76,15563662
3.62E+76,15563663
1.29E+76,15563664
6.82E+76,15563665
6.00E+76,15563666
7.10E+76,15563667
4.91E+76,15563668
1.45E+76,15563669
4.25E+76,15563670
3.20E+76,15563671
7.07E+76,15563672
7.49E+76,15563673
7.56E+75,15563674
1.07E+77,15563675
5.88E+76,15563676
2.39E+76,15563677
2.71E+76,15563678
2.02E+76,15563679
1.05E+77,15563680
2.44E+76,15563681
7.23E+76,15563682
8.35E+75,15563683
1.02E+76,15563684
4.00E+76,15563685
2.44E+76,15563686
9.78E+76,15563687
3.80E+76,15563688
7.91E+76,15563689
5.49E+75,15563690
1.99E+75,15563691
8.66E+76,15563692
1.81E+76,15563693
1.02E+77,15563694
2.31E+76,15563695
7.02E+76,15563696
8.34E+76,15563697
8.69E+75,15563698
5.55E+76,15563699
1.10E+77,15563700
1.58E+76,15563701
2.39E+76,15563702
2.94E+76,15563703
7.87E+76,15563704
7.96E+75,15563705
3.75E+76,15563706
1.61E+76,15563707
9.76E+76,15563708
5.14E+76,15563709
8.92E+76,15563710
1.15E+77,15563711
5.33E+76,15563712
8.67E+75,15563713
9.65E+76,15563714
7.24E+76,15563715
7.96E+76,15563716
7.99E+76,15563717
4.25E+76,15563718
5.25E+76,15563719
8.02E+76,15563720
9.29E+76,15563721
7.32E+76,15563722
1.11E+77,15563723
1.15E+77,15563724
6.62E+76,15563725
1.34E+76,15563726
7.27E+76,15563727
7.65E+76,15563728
1.14E+77,15563729
8.65E+76,15563730
2.89E+76,15563731
6.94E+76,15563732
8.93E+76,15563733
9.81E+75,15563734
1.56E+76,15563735
6.14E+75,15563736
9.01E+76,15563737
6.21E+76,15563738
1.02E+77,15563739
1.61E+76,15563740
3.47E+76,15563741
1.10E+77,15563742
1.18E+76,15563743
4.94E+76,15563744
4.06E+76,15563745
9.54E+76,15563746
1.06E+77,15563747
9.14E+76,15563748
8.41E+76,15563749
2.14E+76,15563750
2.80E+76,15563751
8.86E+76,15563752
7.90E+76,15563753
1.10E+77,15563754
3.68E+75,15563755
5.26E+76,15563756
9.34E+76,15563757
1.15E+77,15563758
7.68E+76,15563759
2.50E+75,15563760
1.02E+77,15563761
6.08E+76,15563762
4.92E+76,15563763
1.06E+77,15563764
1.13E+77,15563765
1.83E+76,15563766
2.86E+75,15563767
8.79E+76,15563768
3.95E+76,15563769
1.87E+76,15563770
1.03E+77,15563771
7.47E+75,15563772
1.10E+77,15563773
9.29E+76,15563774
4.31E+76,15563775
7.06E+73,15563776
2.01E+76,15563777
2.67E+76,15563778
9.58E+76,15563779
3.22E+76,15563780
4.14E+76,15563781
8.87E+76,15563782
2.42E+76,15563783
1.07E+76,15563784
9.61E+76,15563785
3.87E+76,15563786
3.15E+76,15563787
9.02E+76,15563788
6.07E+76,15563789
9.93E+76,15563790
5.97E+76,15563791
5.96E+76,15563792
7.81E+76,15563793
3.17E+75,15563794
1.09E+77,15563795
1.73E+76,15563796
1.50E+76,15563797
8.26E+76,15563798
6.18E+75,15563799
1.08E+77,15563800
2.90E+76,15563801
1.86E+76,15563802
1.09E+77,15563803
4.92E+76,15563804
3.14E+76,15563805
9.97E+76,15563806
1.00E+77,15563807
3.58E+76,15563808
1.09E+77,15563809
1.74E+76,15563810
6.64E+76,15563811
7.50E+76,15563812
8.46E+75,15563813
5.11E+76,15563814
1.49E+75,15563815
8.87E+76,15563816
1.15E+77,15563817
4.26E+76,15563818
5.46E+76,15563819
1.99E+76,15563820
3.67E+76,15563821
6.68E+76,15563822
5.39E+76,15563823
5.58E+76,15563824
1.10E+77,15563825
1.26E+76,15563826
1.44E+76,15563827
8.91E+76,15563828
5.73E+76,15563829
2.00E+76,15563830
7.16E+76,15563831
4.11E+76,15563832
7.16E+76,15563833
9.04E+75,15563834
6.97E+76,15563835
3.61E+74,15563836
1.13E+77,15563837
6.79E+76,15563838
3.66E+76,15563839
1.48E+76,15563840
4.85E+76,15563841
1.54E+76,15563842
3.83E+76,15563843
2.62E+76,15563844
1.04E+77,15563845
1.08E+77,15563846
8.36E+76,15563847
2.48E+76,15563848
2.16E+76,15563849
3.40E+76,15563850
3.08E+76,15563851
8.20E+76,15563852
7.12E+76,15563853
1.91E+76,15563854
6.28E+76,15563855
1.02E+77,15563856
5.27E+76,15563857
3.14E+76,15563858
8.17E+76,15563859
1.74E+76,15563860
8.79E+76,15563861
9.01E+76,15563862
5.34E+76,15563863
5.10E+76,15563864
2.81E+76,15563865
6.44E+76,15563866
4.23E+76,15563867
4.02E+76,15563868
9.65E+76,15563869
1.00E+77,15563870
8.16E+76,15563871
2.34E+76,15563872
6.41E+76,15563873
7.81E+76,15563874
2.46E+76,15563875
1.02E+77,15563876
1.08E+76,15563877
5.65E+76,15563878
6.31E+75,15563879
1.11E+77,15563880
7.72E+76,15563881
5.26E+76,15563882
5.52E+76,15563883
7.90E+76,15563884
1.08E+77,15563885
9.68E+76,15563886
3.58E+76,15563887
7.78E+76,15563888
7.37E+76,15563889
5.64E+76,15563890
6.68E+76,15563891
2.88E+76,15563892
8.85E+76,15563893
8.93E+76,15563894
1.84E+76,15563895
8.39E+76,15563896
6.95E+76,15563897
9.63E+76,15563898
6.91E+76,15563899
4.64E+76,15563900
1.10E+76,15563901
7.24E+76,15563902
6.34E+76,15563903
3.66E+76,15563904
7.40E+76,15563905
3.30E+76,15563906
7.13E+76,15563907
7.29E+76,15563908
1.16E+77,15563909
8.77E+76,15563910
6.22E+76,15563911
8.11E+76,15563912
4.01E+76,15563913
1.07E+77,15563914
5.37E+76,15563915
2.33E+76,15563916
9.73E+76,15563917
4.37E+76,15563918
4.92E+76,15563919
7.23E+76,15563920
1.11E+77,15563921
1.31E+76,15563922
6.78E+76,15563923
4.63E+76,15563924
4.67E+76,15563925
1.11E+77,15563926
1.14E+77,15563927
2.04E+76,15563928
5.93E+76,15563929
3.34E+76,15563930
1.08E+77,15563931
9.10E+76,15563932
5.16E+76,15563933
9.84E+76,15563934
3.46E+76,15563935
1.31E+76,15563936
1.93E+76,15563937
1.15E+77,15563938
6.63E+76,15563939
1.09E+77,15563940
4.05E+76,15563941
1.15E+77,15563942
2.36E+76,15563943
3.42E+76,15563944
6.95E+75,15563945
4.08E+76,15563946
3.81E+76,15563947
8.11E+75,15563948
1.11E+77,15563949
5.38E+76,15563950
3.55E+75,15563951
2.30E+75,15563952
5.95E+76,15563953
8.42E+76,15563954
8.12E+76,15563955
9.20E+76,15563956
3.41E+76,15563957
1.01E+77,15563958
5.67E+76,15563959
2.49E+76,15563960
7.66E+76,15563961
6.70E+76,15563962
6.41E+76,15563963
1.08E+77,15563964
9.00E+76,15563965
7.79E+76,15563966
5.91E+76,15563967
5.68E+76,15563968
5.17E+76,15563969
7.88E+76,15563970
3.09E+76,15563971
2.28E+76,15563972
7.46E+76,15563973
8.81E+76,15563974
4.23E+76,15563975
8.80E+75,15563976
2.71E+76,15563977
3.24E+76,15563978
7.51E+76,15563979
4.58E+76,15563980
7.18E+75,15563981
2.06E+76,15563982
8.28E+75,15563983
3.69E+76,15563984
2.25E+76,15563985
9.46E+76,15563986
1.04E+77,15563987
1.01E+77,15563988
8.92E+75,15563989
7.04E+75,15563990
8.05E+76,15563991
4.43E+76,15563992
8.95E+76,15563993
9.25E+76,15563994
9.89E+76,15563995
1.03E+77,15563996
1.02E+77,15563997
7.21E+76,15563998
4.53E+76,15563999
4.22E+76,15564000
5.74E+76,15564001
9.13E+76,15564002
7.98E+76,15564003
1.24E+76,15564004
8.21E+76,15564005
1.10E+77,15564006
3.98E+76,15564007
4.18E+76,15564008
5.91E+76,15564009
1.54E+76,15564010
3.58E+76,15564011
7.54E+76,15564012
4.94E+76,15564013
1.14E+77,15564014
1.10E+77,15564015
1.04E+77,15564016
1.18E+76,15564017
9.67E+76,15564018
4.38E+76,15564019
4.13E+75,15564020
1.13E+77,15564021
1.33E+76,15564022
1.63E+76,15564023
5.96E+76,15564024
6.59E+76,15564025
7.60E+76,15564026
9.94E+76,15564027
1.79E+76,15564028
7.18E+76,15564029
1.32E+75,15564030
1.04E+77,15564031
7.24E+76,15564032
2.14E+76,15564033
2.15E+76,15564034
6.94E+76,15564035
1.12E+77,15564036
1.13E+77,15564037
1.97E+76,15564038
2.75E+76,15564039
4.10E+76,15564040
9.66E+76,15564041
6.21E+76,15564042
1.53E+76,15564043
4.14E+76,15564044
9.30E+76,15564045
1.14E+77,15564046
2.84E+76,15564047
7.33E+76,15564048
1.04E+77,15564049
3.43E+76,15564050
1.99E+75,15564051
2.96E+76,15564052
1.23E+76,15564053
4.51E+76,15564054
1.14E+77,15564055
9.81E+76,15564056
1.30E+76,15564057
7.72E+76,15564058
1.80E+76,15564059
3.96E+76,15564060
3.19E+76,15564061
6.87E+76,15564062
2.68E+75,15564063
6.89E+76,15564064
1.09E+77,15564065
9.58E+76,15564066
1.00E+77,15564067
2.92E+76,15564068
5.92E+76,15564069
1.44E+76,15564070
7.37E+76,15564071
9.54E+75,15564072
3.58E+76,15564073
2.04E+76,15564074
1.14E+77,15564075
2.91E+76,15564076
3.08E+76,15564077
5.21E+76,15564078
4.63E+76,15564079
8.92E+76,15564080
2.43E+76,15564081
1.05E+77,15564082
4.43E+76,15564083
1.07E+77,15564084
6.41E+76,15564085
1.11E+77,15564086
2.43E+76,15564087
1.07E+77,15564088
1.05E+76,15564089
3.57E+76,15564090
6.38E+76,15564091
2.41E+76,15564092
3.09E+76,15564093
1.15E+77,15564094
7.83E+75,15564095
9.67E+76,15564096
4.14E+76,15564097
2.51E+75,15564098
6.27E+76,15564099
4.65E+76,15564100
4.46E+75,15564101
3.94E+76,15564102
5.85E+76,15564103
7.72E+76,15564104
9.03E+76,15564105
5.08E+76,15564106
9.70E+75,15564107
8.28E+76,15564108
2.56E+76,15564109
2.13E+76,15564110
8.86E+76,15564111
3.01E+76,15564112
2.65E+76,15564113
5.12E+76,15564114
1.28E+76,15564115
4.06E+76,15564116
1.15E+77,15564117
6.19E+76,15564118
2.96E+76,15564119
5.35E+75,15564120
1.57E+76,15564121
7.01E+76,15564122
9.56E+76,15564123
9.34E+76,15564124
6.40E+76,15564125
1.60E+76,15564126
6.72E+76,15564127
5.97E+76,15564128
1.03E+77,15564129
8.26E+76,15564130
2.24E+76,15564131
7.80E+76,15564132
8.14E+76,15564133
3.99E+75,15564134
7.89E+76,15564135
1.66E+76,15564136
6.67E+76,15564137
1.08E+77,15564138
7.32E+76,15564139
5.62E+76,15564140
1.79E+76,15564141
1.03E+77,15564142
3.57E+76,15564143
9.50E+76,15564144
1.51E+76,15564145
1.62E+76,15564146
1.14E+76,15564147
6.69E+76,15564148
5.39E+76,15564149
2.58E+76,15564150
8.96E+76,15564151
8.95E+75,15564152
1.07E+77,15564153
5.09E+76,15564154
7.92E+76,15564155
4.97E+76,15564156
8.84E+76,15564157
2.42E+75,15564158
8.37E+76,15564159
2.20E+76,15564160
3.74E+76,15564161
6.50E+75,15564162
3.61E+76,15564163
3.37E+76,15564164
4.10E+76,15564165
8.69E+76,15564166
4.06E+76,15564167
8.13E+76,15564168
7.43E+76,15564169
3.08E+76,15564170
6.23E+76,15564171
1.00E+77,15564172
1.14E+77,15564173
7.65E+76,15564174
2.41E+76,15564175
6.12E+76,15564176
5.68E+76,15564177
1.03E+76,15564178
2.36E+76,15564179
2.95E+76,15564180
8.19E+76,15564181
6.39E+76,15564182
1.09E+77,15564183
5.36E+76,15564184
1.32E+76,15564185
7.73E+75,15564186
8.13E+75,15564187
4.81E+76,15564188
1.08E+77,15564189
6.89E+75,15564190
8.68E+76,15564191
6.92E+76,15564192
1.04E+76,15564193
6.82E+76,15564194
3.79E+76,15564195
1.04E+76,15564196
7.09E+76,15564197
7.17E+76,15564198
5.30E+76,15564199
7.25E+76,15564200
8.47E+76,15564201
4.17E+76,15564202
1.85E+76,15564203
1.09E+77,15564204
4.13E+76,15564205
6.77E+76,15564206
3.33E+76,15564207
8.09E+75,15564208
1.01E+77,15564209
3.25E+76,15564210
4.55E+76,15564211
1.35E+76,15564212
1.56E+76,15564213
4.35E+76,15564214
1.07E+77,15564215
1.12E+77,15564216
8.12E+76,15564217
7.76E+76,15564218
2.45E+76,15564219
1.33E+76,15564220
8.97E+76,15564221
5.09E+76,15564222
6.58E+75,15564223
8.20E+76,15564224
8.17E+76,15564225
7.02E+76,15564226
1.54E+76,15564227
9.36E+76,15564228
9.86E+76,15564229
5.71E+75,15564230
1.02E+77,15564231
7.98E+76,15564232
1.11E+77,15564233
6.99E+76,15564234
1.11E+77,15564235
4.82E+75,15564236
1.03E+77,15564237
1.06E+77,15564238
4.75E+76,15564239
7.48E+76,15564240
1.26E+76,15564241
8.45E+76,15564242
2.96E+75,15564243
4.10E+76,15564244
7.59E+75,15564245
1.14E+77,15564246
2.57E+75,15564247
4.17E+76,15564248
1.13E+77,15564249
9.49E+76,15564250
1.73E+76,15564251
1.15E+77,15564252
7.10E+76,15564253
1.22E+76,15564254
1.14E+76,15564255
5.84E+76,15564256
9.16E+76,15564257
6.43E+75,15564258
1.37E+76,15564259
7.94E+76,15564260
9.56E+76,15564261
1.14E+77,15564262
5.53E+76,15564263
6.55E+76,15564264
5.84E+76,15564265
8.68E+76,15564266
6.13E+76,15564267
8.86E+76,15564268
1.12E+77,15564269
2.71E+76,15564270
6.94E+75,15564271
6.54E+76,15564272
6.57E+76,15564273
9.42E+76,15564274
7.47E+76,15564275
4.12E+76,15564276
5.44E+76,15564277
5.04E+76,15564278
1.85E+76,15564279
8.87E+76,15564280
6.21E+76,15564281
6.35E+76,15564282
1.11E+77,15564283
7.60E+76,15564284
5.43E+76,15564285
5.46E+76,15564286
1.06E+77,15564287
1.18E+76,15564288
4.56E+76,15564289
