RANDAO,Block Number
3.21E+76,15546679
2.85E+76,15546680
1.90E+76,15546681
4.84E+76,15546682
2.04E+76,15546683
4.49E+76,15546684
6.36E+76,15546685
7.65E+76,15546686
5.50E+76,15546687
8.09E+76,15546688
7.95E+76,15546689
6.83E+76,15546690
4.45E+76,15546691
1.05E+77,15546692
9.05E+76,15546693
5.87E+76,15546694
7.82E+76,15546695
1.05E+77,15546696
2.94E+76,15546697
2.64E+76,15546698
6.80E+76,15546699
6.66E+76,15546700
8.16E+76,15546701
7.90E+76,15546702
4.90E+76,15546703
1.91E+76,15546704
6.23E+76,15546705
3.50E+76,15546706
6.32E+76,15546707
8.17E+76,15546708
8.90E+76,15546709
1.76E+76,15546710
8.51E+76,15546711
8.07E+76,15546712
4.25E+75,15546713
1.11E+77,15546714
6.31E+76,15546715
8.06E+76,15546716
8.03E+75,15546717
5.95E+76,15546718
8.74E+76,15546719
6.73E+76,15546720
1.06E+77,15546721
5.42E+76,15546722
7.06E+76,15546723
1.07E+77,15546724
5.08E+76,15546725
4.88E+76,15546726
3.64E+76,15546727
5.02E+76,15546728
2.49E+75,15546729
4.71E+76,15546730
6.40E+76,15546731
4.62E+76,15546732
4.72E+74,15546733
1.15E+77,15546734
9.78E+76,15546735
1.07E+77,15546736
9.56E+76,15546737
3.40E+76,15546738
7.28E+76,15546739
1.03E+77,15546740
8.58E+76,15546741
6.79E+76,15546742
1.77E+76,15546743
8.88E+76,15546744
1.54E+76,15546745
5.76E+76,15546746
1.07E+77,15546747
6.60E+76,15546748
1.34E+76,15546749
4.15E+76,15546750
3.45E+76,15546751
4.12E+76,15546752
1.05E+77,15546753
9.92E+76,15546754
3.78E+76,15546755
3.42E+76,15546756
9.44E+76,15546757
8.44E+76,15546758
5.66E+76,15546759
9.06E+76,15546760
1.39E+76,15546761
3.31E+76,15546762
3.88E+76,15546763
2.72E+75,15546764
3.58E+76,15546765
7.38E+76,15546766
4.37E+76,15546767
6.64E+76,15546768
6.83E+76,15546769
3.39E+76,15546770
3.74E+76,15546771
3.07E+76,15546772
3.68E+76,15546773
1.07E+77,15546774
4.30E+76,15546775
4.19E+76,15546776
1.01E+77,15546777
9.25E+76,15546778
8.49E+76,15546779
9.14E+76,15546780
3.08E+76,15546781
5.36E+76,15546782
8.27E+76,15546783
5.37E+76,15546784
1.46E+75,15546785
4.90E+76,15546786
1.01E+77,15546787
9.26E+76,15546788
1.38E+76,15546789
1.07E+77,15546790
9.25E+76,15546791
3.67E+76,15546792
6.28E+76,15546793
6.84E+75,15546794
6.97E+76,15546795
2.67E+76,15546796
5.44E+76,15546797
2.74E+76,15546798
5.16E+76,15546799
8.15E+76,15546800
7.65E+76,15546801
6.65E+76,15546802
1.09E+77,15546803
7.26E+75,15546804
7.34E+76,15546805
6.42E+76,15546806
1.02E+77,15546807
6.89E+76,15546808
3.88E+76,15546809
2.66E+76,15546810
8.47E+76,15546811
3.59E+76,15546812
1.04E+77,15546813
8.21E+76,15546814
3.11E+76,15546815
9.02E+76,15546816
1.08E+77,15546817
3.20E+76,15546818
1.95E+76,15546819
3.03E+76,15546820
1.19E+76,15546821
4.21E+76,15546822
9.89E+76,15546823
7.02E+76,15546824
3.75E+76,15546825
1.72E+76,15546826
9.32E+76,15546827
3.50E+76,15546828
9.25E+76,15546829
7.79E+76,15546830
7.79E+75,15546831
1.22E+76,15546832
1.06E+77,15546833
8.51E+76,15546834
1.15E+77,15546835
5.99E+76,15546836
7.83E+76,15546837
4.00E+76,15546838
4.54E+76,15546839
1.01E+77,15546840
9.05E+76,15546841
3.49E+76,15546842
4.00E+76,15546843
2.20E+76,15546844
2.56E+76,15546845
3.30E+76,15546846
6.85E+75,15546847
6.57E+76,15546848
6.01E+76,15546849
6.75E+76,15546850
4.64E+76,15546851
2.03E+75,15546852
9.67E+75,15546853
9.87E+76,15546854
6.61E+76,15546855
8.93E+76,15546856
5.00E+76,15546857
4.73E+75,15546858
2.00E+76,15546859
4.78E+75,15546860
2.63E+76,15546861
7.87E+76,15546862
6.27E+76,15546863
5.28E+76,15546864
1.04E+77,15546865
8.84E+76,15546866
1.05E+76,15546867
5.35E+76,15546868
1.14E+77,15546869
5.93E+76,15546870
1.09E+77,15546871
2.32E+76,15546872
9.61E+76,15546873
6.97E+76,15546874
7.42E+76,15546875
1.03E+77,15546876
8.13E+76,15546877
1.05E+77,15546878
1.12E+77,15546879
1.02E+77,15546880
1.87E+76,15546881
1.09E+77,15546882
6.21E+76,15546883
1.29E+75,15546884
6.80E+76,15546885
1.13E+76,15546886
3.69E+76,15546887
5.25E+76,15546888
6.51E+76,15546889
2.83E+75,15546890
7.52E+76,15546891
1.00E+77,15546892
4.77E+76,15546893
7.22E+76,15546894
2.74E+76,15546895
8.55E+76,15546896
2.96E+76,15546897
7.62E+76,15546898
1.49E+76,15546899
1.52E+76,15546900
5.47E+76,15546901
6.39E+75,15546902
9.88E+76,15546903
6.97E+76,15546904
2.47E+76,15546905
3.86E+76,15546906
2.95E+76,15546907
7.20E+76,15546908
5.77E+76,15546909
3.46E+74,15546910
3.43E+76,15546911
5.51E+76,15546912
8.06E+76,15546913
1.01E+77,15546914
8.52E+76,15546915
5.83E+76,15546916
9.00E+76,15546917
1.76E+76,15546918
1.06E+77,15546919
4.15E+76,15546920
9.11E+76,15546921
1.06E+76,15546922
9.83E+76,15546923
1.08E+77,15546924
1.37E+76,15546925
4.82E+76,15546926
1.11E+77,15546927
2.41E+76,15546928
5.33E+76,15546929
9.98E+76,15546930
3.80E+76,15546931
1.15E+77,15546932
9.12E+76,15546933
1.60E+76,15546934
7.79E+75,15546935
6.54E+76,15546936
6.61E+76,15546937
9.57E+75,15546938
3.99E+76,15546939
1.24E+76,15546940
8.36E+76,15546941
1.09E+77,15546942
5.04E+76,15546943
1.26E+76,15546944
6.07E+76,15546945
9.58E+76,15546946
4.60E+76,15546947
5.64E+76,15546948
5.72E+76,15546949
8.86E+76,15546950
9.08E+76,15546951
1.12E+77,15546952
4.06E+76,15546953
7.15E+76,15546954
4.54E+76,15546955
1.44E+75,15546956
2.50E+76,15546957
7.23E+76,15546958
5.45E+76,15546959
1.08E+76,15546960
9.37E+76,15546961
5.97E+76,15546962
5.93E+76,15546963
1.12E+77,15546964
2.86E+76,15546965
6.01E+75,15546966
3.04E+75,15546967
8.54E+76,15546968
1.12E+77,15546969
5.91E+76,15546970
3.99E+76,15546971
1.10E+77,15546972
7.41E+76,15546973
6.99E+76,15546974
5.40E+76,15546975
4.33E+76,15546976
2.47E+75,15546977
5.70E+76,15546978
2.67E+75,15546979
8.27E+76,15546980
1.14E+77,15546981
1.14E+76,15546982
9.34E+76,15546983
6.92E+76,15546984
1.03E+77,15546985
5.09E+75,15546986
9.73E+76,15546987
8.81E+76,15546988
6.95E+76,15546989
7.91E+76,15546990
2.65E+76,15546991
1.17E+76,15546992
7.48E+76,15546993
8.88E+76,15546994
9.71E+76,15546995
1.03E+77,15546996
7.92E+75,15546997
9.71E+76,15546998
8.76E+76,15546999
2.46E+76,15547000
3.69E+75,15547001
7.91E+76,15547002
1.14E+77,15547003
4.80E+76,15547004
4.48E+76,15547005
8.46E+76,15547006
1.39E+75,15547007
8.83E+76,15547008
1.04E+77,15547009
6.99E+75,15547010
2.45E+76,15547011
1.08E+77,15547012
1.08E+77,15547013
4.72E+76,15547014
1.08E+76,15547015
5.76E+76,15547016
7.40E+76,15547017
2.02E+75,15547018
1.04E+77,15547019
7.79E+76,15547020
6.35E+76,15547021
8.99E+76,15547022
4.78E+76,15547023
5.96E+76,15547024
6.61E+75,15547025
9.71E+76,15547026
7.96E+75,15547027
7.95E+76,15547028
8.76E+76,15547029
4.21E+76,15547030
9.06E+76,15547031
6.30E+76,15547032
3.54E+76,15547033
2.71E+76,15547034
9.04E+76,15547035
9.53E+76,15547036
4.52E+75,15547037
7.01E+76,15547038
3.21E+76,15547039
3.33E+76,15547040
9.93E+76,15547041
6.31E+76,15547042
4.14E+76,15547043
5.84E+76,15547044
1.16E+77,15547045
4.33E+76,15547046
2.81E+76,15547047
9.92E+76,15547048
9.86E+76,15547049
3.22E+76,15547050
7.74E+76,15547051
1.97E+76,15547052
9.88E+76,15547053
7.00E+76,15547054
3.69E+76,15547055
4.81E+75,15547056
1.75E+74,15547057
1.00E+76,15547058
2.86E+76,15547059
3.67E+76,15547060
1.35E+76,15547061
5.90E+76,15547062
6.41E+74,15547063
5.85E+76,15547064
1.14E+77,15547065
5.38E+76,15547066
3.81E+76,15547067
8.32E+76,15547068
3.34E+76,15547069
8.75E+75,15547070
6.17E+76,15547071
3.80E+76,15547072
6.42E+76,15547073
2.26E+76,15547074
8.65E+76,15547075
7.00E+76,15547076
3.23E+76,15547077
1.62E+76,15547078
4.00E+76,15547079
2.30E+76,15547080
2.34E+76,15547081
4.89E+76,15547082
1.38E+76,15547083
3.14E+76,15547084
4.71E+76,15547085
6.93E+76,15547086
6.62E+76,15547087
5.39E+76,15547088
7.87E+76,15547089
7.83E+76,15547090
1.02E+77,15547091
1.06E+77,15547092
1.04E+77,15547093
5.22E+76,15547094
9.55E+76,15547095
3.42E+76,15547096
5.05E+76,15547097
3.26E+76,15547098
6.60E+76,15547099
1.12E+77,15547100
1.00E+77,15547101
5.28E+76,15547102
9.15E+76,15547103
9.70E+76,15547104
4.94E+76,15547105
6.18E+76,15547106
1.29E+76,15547107
3.33E+76,15547108
7.27E+75,15547109
1.08E+77,15547110
4.77E+76,15547111
1.03E+77,15547112
8.12E+76,15547113
3.86E+75,15547114
5.01E+76,15547115
5.59E+76,15547116
3.16E+76,15547117
9.69E+76,15547118
9.60E+76,15547119
3.22E+76,15547120
1.05E+76,15547121
9.44E+76,15547122
1.14E+76,15547123
1.10E+77,15547124
3.74E+75,15547125
5.95E+75,15547126
1.10E+77,15547127
7.70E+76,15547128
4.20E+76,15547129
1.01E+77,15547130
1.01E+77,15547131
9.25E+76,15547132
4.40E+76,15547133
1.16E+77,15547134
1.03E+77,15547135
8.97E+76,15547136
3.55E+76,15547137
6.94E+75,15547138
4.00E+76,15547139
6.74E+76,15547140
1.64E+76,15547141
8.54E+76,15547142
3.18E+76,15547143
5.60E+76,15547144
1.12E+77,15547145
8.85E+76,15547146
4.52E+76,15547147
6.62E+76,15547148
2.80E+76,15547149
9.27E+76,15547150
9.63E+76,15547151
5.80E+76,15547152
1.43E+76,15547153
1.14E+77,15547154
5.16E+76,15547155
1.35E+76,15547156
2.59E+76,15547157
7.53E+76,15547158
1.17E+76,15547159
7.27E+75,15547160
7.79E+76,15547161
9.79E+75,15547162
3.79E+76,15547163
1.14E+77,15547164
3.40E+76,15547165
1.90E+76,15547166
2.57E+76,15547167
3.34E+76,15547168
1.02E+77,15547169
7.67E+76,15547170
4.41E+76,15547171
1.12E+77,15547172
1.94E+76,15547173
1.03E+77,15547174
1.04E+76,15547175
9.84E+76,15547176
1.15E+77,15547177
5.62E+76,15547178
4.00E+76,15547179
8.29E+76,15547180
5.57E+76,15547181
7.55E+76,15547182
1.11E+77,15547183
3.15E+76,15547184
8.32E+75,15547185
4.66E+76,15547186
9.38E+76,15547187
1.06E+77,15547188
9.57E+76,15547189
8.10E+76,15547190
5.38E+76,15547191
6.75E+76,15547192
9.66E+76,15547193
9.74E+76,15547194
6.64E+76,15547195
9.42E+76,15547196
5.74E+76,15547197
2.92E+76,15547198
1.14E+77,15547199
7.73E+76,15547200
3.30E+76,15547201
1.03E+77,15547202
5.51E+76,15547203
6.17E+76,15547204
7.36E+76,15547205
1.04E+76,15547206
7.06E+76,15547207
9.82E+76,15547208
1.07E+77,15547209
8.74E+76,15547210
2.50E+76,15547211
5.26E+76,15547212
5.94E+76,15547213
5.56E+75,15547214
9.47E+75,15547215
4.52E+75,15547216
1.14E+77,15547217
2.12E+76,15547218
3.36E+76,15547219
1.02E+77,15547220
5.87E+76,15547221
5.01E+76,15547222
1.14E+77,15547223
6.83E+76,15547224
2.09E+76,15547225
9.35E+76,15547226
7.96E+76,15547227
9.35E+76,15547228
1.04E+77,15547229
6.41E+76,15547230
1.08E+77,15547231
8.16E+76,15547232
9.97E+76,15547233
8.82E+76,15547234
2.04E+76,15547235
1.08E+77,15547236
2.01E+76,15547237
3.06E+76,15547238
8.11E+76,15547239
9.28E+76,15547240
1.43E+76,15547241
7.68E+76,15547242
2.11E+76,15547243
2.37E+76,15547244
8.08E+76,15547245
1.14E+77,15547246
5.68E+76,15547247
8.32E+75,15547248
7.47E+76,15547249
3.49E+76,15547250
3.37E+76,15547251
8.33E+76,15547252
1.39E+76,15547253
9.65E+76,15547254
2.02E+75,15547255
8.62E+76,15547256
1.04E+77,15547257
9.66E+76,15547258
8.17E+76,15547259
3.86E+76,15547260
9.44E+76,15547261
9.69E+76,15547262
1.01E+76,15547263
7.57E+76,15547264
8.99E+76,15547265
1.10E+77,15547266
1.00E+77,15547267
5.33E+76,15547268
5.51E+76,15547269
4.89E+76,15547270
5.07E+76,15547271
8.79E+76,15547272
3.39E+76,15547273
5.31E+76,15547274
2.42E+76,15547275
1.52E+76,15547276
1.06E+76,15547277
4.06E+76,15547278
5.36E+76,15547279
1.86E+76,15547280
1.59E+76,15547281
4.33E+76,15547282
4.75E+76,15547283
1.23E+73,15547284
1.04E+77,15547285
4.02E+76,15547286
2.64E+76,15547287
1.01E+77,15547288
2.82E+76,15547289
9.89E+76,15547290
7.23E+76,15547291
7.65E+76,15547292
1.11E+77,15547293
6.36E+76,15547294
1.11E+77,15547295
7.44E+76,15547296
8.44E+76,15547297
6.77E+76,15547298
9.23E+76,15547299
3.34E+76,15547300
5.97E+75,15547301
7.41E+76,15547302
2.28E+76,15547303
1.09E+77,15547304
1.67E+76,15547305
5.41E+76,15547306
1.07E+77,15547307
3.46E+76,15547308
1.73E+76,15547309
1.44E+76,15547310
4.57E+76,15547311
2.41E+76,15547312
2.16E+76,15547313
1.09E+77,15547314
7.83E+75,15547315
6.07E+76,15547316
8.01E+76,15547317
7.57E+76,15547318
6.90E+76,15547319
6.34E+76,15547320
1.48E+76,15547321
1.04E+77,15547322
1.00E+77,15547323
5.21E+76,15547324
4.01E+76,15547325
3.03E+76,15547326
7.28E+76,15547327
9.79E+76,15547328
9.16E+76,15547329
8.73E+76,15547330
8.70E+76,15547331
8.54E+76,15547332
8.57E+76,15547333
1.09E+77,15547334
7.99E+76,15547335
8.85E+76,15547336
1.01E+77,15547337
3.29E+75,15547338
1.06E+77,15547339
4.96E+76,15547340
1.01E+77,15547341
5.01E+76,15547342
1.09E+77,15547343
4.41E+76,15547344
1.12E+77,15547345
1.54E+76,15547346
9.36E+76,15547347
4.62E+76,15547348
8.38E+76,15547349
8.17E+76,15547350
9.75E+76,15547351
7.32E+76,15547352
9.79E+76,15547353
4.85E+76,15547354
2.60E+76,15547355
7.05E+76,15547356
9.65E+76,15547357
8.77E+76,15547358
7.08E+76,15547359
6.16E+76,15547360
9.59E+76,15547361
4.31E+76,15547362
1.06E+77,15547363
1.23E+76,15547364
6.06E+75,15547365
8.38E+76,15547366
3.71E+76,15547367
8.14E+76,15547368
1.55E+76,15547369
9.61E+76,15547370
4.40E+76,15547371
1.68E+74,15547372
3.43E+76,15547373
1.00E+77,15547374
8.18E+76,15547375
1.06E+77,15547376
6.35E+76,15547377
1.01E+77,15547378
8.67E+76,15547379
8.31E+76,15547380
2.35E+76,15547381
1.34E+76,15547382
4.16E+76,15547383
7.81E+75,15547384
6.16E+76,15547385
5.18E+76,15547386
9.33E+76,15547387
9.83E+76,15547388
1.11E+77,15547389
2.76E+76,15547390
5.48E+76,15547391
3.76E+76,15547392
1.22E+76,15547393
6.60E+76,15547394
5.48E+76,15547395
4.61E+76,15547396
9.33E+76,15547397
1.11E+77,15547398
6.97E+76,15547399
1.08E+77,15547400
2.18E+76,15547401
7.20E+76,15547402
4.22E+76,15547403
4.28E+76,15547404
7.61E+76,15547405
1.05E+77,15547406
1.30E+76,15547407
3.52E+76,15547408
1.52E+76,15547409
5.10E+76,15547410
6.20E+76,15547411
1.04E+77,15547412
7.21E+75,15547413
2.83E+76,15547414
1.56E+76,15547415
8.00E+76,15547416
1.14E+77,15547417
1.08E+77,15547418
8.84E+76,15547419
7.93E+76,15547420
3.79E+76,15547421
9.46E+76,15547422
5.32E+76,15547423
2.64E+76,15547424
2.50E+76,15547425
1.09E+77,15547426
1.11E+77,15547427
1.06E+77,15547428
7.23E+76,15547429
6.83E+76,15547430
1.17E+76,15547431
1.05E+77,15547432
6.68E+76,15547433
9.50E+76,15547434
8.81E+76,15547435
1.00E+77,15547436
1.25E+76,15547437
3.83E+75,15547438
9.26E+76,15547439
3.29E+76,15547440
2.47E+76,15547441
9.71E+76,15547442
4.69E+76,15547443
1.12E+77,15547444
2.53E+76,15547445
8.50E+76,15547446
9.14E+76,15547447
1.07E+77,15547448
1.03E+77,15547449
6.71E+76,15547450
2.40E+76,15547451
3.71E+76,15547452
6.84E+76,15547453
1.14E+77,15547454
2.77E+76,15547455
9.81E+76,15547456
7.95E+76,15547457
3.54E+76,15547458
1.11E+77,15547459
3.86E+76,15547460
1.02E+77,15547461
2.15E+76,15547462
6.88E+76,15547463
6.04E+75,15547464
1.71E+76,15547465
6.36E+76,15547466
1.02E+77,15547467
3.24E+76,15547468
1.28E+76,15547469
3.59E+76,15547470
8.38E+76,15547471
9.39E+76,15547472
1.14E+77,15547473
8.88E+76,15547474
9.29E+76,15547475
1.00E+77,15547476
8.79E+76,15547477
4.47E+76,15547478
6.66E+75,15547479
5.96E+75,15547480
6.35E+76,15547481
6.77E+75,15547482
5.06E+76,15547483
6.99E+76,15547484
3.46E+76,15547485
3.82E+75,15547486
7.53E+76,15547487
1.04E+76,15547488
9.29E+76,15547489
4.42E+76,15547490
5.40E+76,15547491
7.93E+76,15547492
7.40E+76,15547493
5.43E+76,15547494
4.77E+76,15547495
6.37E+76,15547496
4.67E+76,15547497
1.26E+76,15547498
8.43E+76,15547499
9.22E+76,15547500
9.47E+76,15547501
4.80E+76,15547502
6.54E+76,15547503
3.49E+76,15547504
5.11E+76,15547505
3.82E+76,15547506
1.29E+76,15547507
4.12E+76,15547508
4.34E+76,15547509
3.52E+76,15547510
7.31E+76,15547511
6.46E+76,15547512
1.84E+76,15547513
1.05E+75,15547514
9.25E+76,15547515
1.06E+77,15547516
8.24E+76,15547517
1.20E+76,15547518
7.10E+76,15547519
2.00E+76,15547520
9.36E+76,15547521
7.55E+76,15547522
6.19E+76,15547523
6.24E+76,15547524
5.17E+75,15547525
7.91E+76,15547526
3.20E+76,15547527
2.62E+76,15547528
4.59E+76,15547529
4.03E+76,15547530
8.52E+76,15547531
4.19E+76,15547532
8.92E+76,15547533
6.98E+76,15547534
3.31E+76,15547535
1.08E+77,15547536
5.11E+76,15547537
7.03E+75,15547538
9.78E+76,15547539
7.39E+76,15547540
5.99E+76,15547541
1.91E+76,15547542
7.87E+76,15547543
6.50E+76,15547544
1.04E+77,15547545
9.02E+76,15547546
1.77E+76,15547547
1.96E+76,15547548
7.57E+76,15547549
5.85E+76,15547550
3.47E+76,15547551
3.01E+76,15547552
4.68E+76,15547553
2.47E+76,15547554
5.96E+76,15547555
1.03E+77,15547556
1.43E+76,15547557
5.39E+76,15547558
4.45E+75,15547559
4.52E+75,15547560
6.24E+76,15547561
5.85E+76,15547562
5.34E+75,15547563
1.07E+77,15547564
6.73E+76,15547565
3.24E+76,15547566
1.48E+76,15547567
1.15E+77,15547568
1.16E+76,15547569
3.64E+76,15547570
1.13E+77,15547571
1.84E+76,15547572
8.31E+76,15547573
8.64E+75,15547574
9.09E+76,15547575
9.33E+76,15547576
8.28E+76,15547577
2.17E+76,15547578
9.93E+76,15547579
9.06E+76,15547580
9.05E+76,15547581
1.15E+77,15547582
1.13E+77,15547583
1.09E+77,15547584
5.36E+76,15547585
1.01E+77,15547586
2.08E+76,15547587
1.23E+76,15547588
2.45E+76,15547589
7.18E+76,15547590
9.96E+76,15547591
1.22E+76,15547592
1.36E+76,15547593
9.57E+76,15547594
7.07E+76,15547595
3.55E+76,15547596
9.85E+76,15547597
1.12E+77,15547598
5.52E+76,15547599
1.22E+76,15547600
8.04E+76,15547601
9.51E+76,15547602
1.05E+77,15547603
1.09E+77,15547604
5.76E+76,15547605
5.49E+76,15547606
1.02E+77,15547607
3.92E+76,15547608
3.31E+75,15547609
3.31E+76,15547610
1.47E+76,15547611
5.24E+76,15547612
8.23E+76,15547613
1.44E+76,15547614
6.13E+76,15547615
1.14E+77,15547616
2.73E+76,15547617
8.98E+76,15547618
5.20E+76,15547619
4.68E+76,15547620
1.01E+77,15547621
2.86E+76,15547622
1.96E+76,15547623
8.60E+76,15547624
1.10E+76,15547625
3.07E+76,15547626
4.15E+76,15547627
1.10E+76,15547628
1.85E+76,15547629
5.44E+76,15547630
8.93E+76,15547631
5.12E+76,15547632
3.42E+76,15547633
3.41E+76,15547634
5.07E+76,15547635
1.10E+77,15547636
7.65E+76,15547637
1.19E+76,15547638
6.76E+76,15547639
5.67E+76,15547640
2.04E+74,15547641
7.70E+76,15547642
1.03E+76,15547643
4.05E+76,15547644
9.88E+76,15547645
3.15E+76,15547646
7.77E+76,15547647
8.86E+76,15547648
2.03E+76,15547649
1.59E+76,15547650
8.21E+76,15547651
1.08E+77,15547652
5.04E+76,15547653
9.64E+76,15547654
1.03E+77,15547655
1.04E+77,15547656
7.05E+76,15547657
1.13E+77,15547658
1.16E+77,15547659
3.26E+76,15547660
2.86E+76,15547661
5.63E+76,15547662
1.14E+77,15547663
5.31E+75,15547664
1.86E+76,15547665
4.30E+76,15547666
7.29E+76,15547667
7.82E+76,15547668
7.55E+76,15547669
4.41E+76,15547670
4.52E+76,15547671
7.41E+76,15547672
7.83E+75,15547673
4.74E+76,15547674
1.06E+77,15547675
1.69E+76,15547676
9.00E+75,15547677
7.84E+76,15547678
1.25E+76,15547679
1.11E+77,15547680
9.89E+75,15547681
1.62E+76,15547682
2.89E+76,15547683
3.76E+76,15547684
7.67E+76,15547685
2.07E+76,15547686
7.47E+75,15547687
6.38E+75,15547688
1.38E+76,15547689
8.99E+75,15547690
5.17E+76,15547691
1.01E+77,15547692
8.25E+76,15547693
9.24E+76,15547694
6.15E+76,15547695
9.92E+76,15547696
8.46E+76,15547697
1.12E+77,15547698
3.79E+76,15547699
7.65E+76,15547700
6.11E+76,15547701
6.18E+76,15547702
7.88E+74,15547703
3.29E+75,15547704
2.58E+76,15547705
9.99E+74,15547706
1.14E+77,15547707
7.48E+76,15547708
4.77E+75,15547709
4.31E+76,15547710
6.15E+76,15547711
2.67E+76,15547712
5.44E+76,15547713
5.34E+76,15547714
8.83E+76,15547715
9.10E+76,15547716
8.18E+76,15547717
5.63E+76,15547718
7.95E+76,15547719
5.80E+76,15547720
1.09E+77,15547721
6.98E+76,15547722
7.22E+75,15547723
1.58E+76,15547724
7.24E+76,15547725
8.73E+76,15547726
4.39E+76,15547727
7.98E+76,15547728
7.37E+76,15547729
1.12E+76,15547730
4.03E+76,15547731
3.27E+76,15547732
1.92E+76,15547733
3.65E+76,15547734
4.73E+76,15547735
6.45E+76,15547736
2.21E+76,15547737
4.33E+76,15547738
3.43E+76,15547739
4.10E+76,15547740
2.31E+76,15547741
6.06E+76,15547742
5.02E+76,15547743
9.11E+76,15547744
1.10E+76,15547745
8.81E+76,15547746
1.08E+77,15547747
8.58E+76,15547748
1.05E+77,15547749
4.87E+76,15547750
1.13E+77,15547751
1.91E+76,15547752
4.10E+76,15547753
6.07E+76,15547754
1.43E+76,15547755
3.43E+75,15547756
5.78E+76,15547757
4.23E+76,15547758
3.75E+76,15547759
2.68E+76,15547760
3.52E+76,15547761
1.00E+77,15547762
6.59E+76,15547763
5.66E+76,15547764
7.87E+76,15547765
4.55E+76,15547766
1.11E+77,15547767
1.08E+76,15547768
8.99E+75,15547769
9.02E+76,15547770
3.19E+76,15547771
6.88E+76,15547772
9.28E+76,15547773
6.34E+76,15547774
8.16E+76,15547775
2.00E+76,15547776
6.79E+76,15547777
5.42E+76,15547778
6.53E+76,15547779
4.30E+76,15547780
3.10E+76,15547781
1.14E+77,15547782
8.95E+75,15547783
8.76E+76,15547784
2.98E+76,15547785
8.55E+76,15547786
1.02E+77,15547787
3.93E+76,15547788
2.38E+76,15547789
1.15E+77,15547790
8.83E+76,15547791
8.99E+76,15547792
8.17E+75,15547793
4.75E+76,15547794
9.79E+76,15547795
1.55E+76,15547796
4.16E+76,15547797
3.43E+76,15547798
1.14E+77,15547799
2.26E+76,15547800
4.99E+76,15547801
9.36E+76,15547802
8.43E+76,15547803
1.10E+77,15547804
9.31E+76,15547805
1.12E+77,15547806
7.52E+76,15547807
4.90E+76,15547808
6.78E+76,15547809
1.01E+76,15547810
5.74E+76,15547811
1.14E+76,15547812
1.01E+77,15547813
8.17E+76,15547814
4.74E+76,15547815
4.96E+76,15547816
2.75E+76,15547817
1.09E+77,15547818
1.03E+77,15547819
1.14E+77,15547820
8.63E+76,15547821
4.13E+76,15547822
1.08E+77,15547823
8.43E+76,15547824
1.51E+75,15547825
7.20E+76,15547826
9.03E+75,15547827
1.05E+77,15547828
8.92E+75,15547829
3.15E+76,15547830
1.65E+76,15547831
1.01E+77,15547832
2.82E+76,15547833
7.61E+76,15547834
3.83E+76,15547835
8.26E+76,15547836
4.09E+76,15547837
1.05E+76,15547838
5.11E+74,15547839
5.34E+76,15547840
8.16E+75,15547841
1.14E+77,15547842
9.57E+76,15547843
7.22E+76,15547844
7.04E+76,15547845
5.53E+73,15547846
1.73E+76,15547847
1.08E+77,15547848
4.82E+76,15547849
8.78E+76,15547850
2.32E+76,15547851
9.08E+76,15547852
9.03E+76,15547853
2.18E+76,15547854
1.04E+77,15547855
7.58E+76,15547856
5.90E+76,15547857
1.13E+75,15547858
4.94E+76,15547859
4.42E+76,15547860
3.27E+76,15547861
1.10E+77,15547862
6.11E+76,15547863
1.62E+76,15547864
4.70E+76,15547865
7.74E+76,15547866
2.38E+76,15547867
9.92E+76,15547868
3.41E+76,15547869
6.74E+76,15547870
3.31E+76,15547871
5.72E+75,15547872
2.09E+76,15547873
3.33E+76,15547874
7.55E+76,15547875
8.83E+75,15547876
1.01E+77,15547877
7.07E+76,15547878
1.73E+76,15547879
6.61E+76,15547880
6.34E+76,15547881
1.45E+76,15547882
6.53E+76,15547883
4.90E+76,15547884
1.05E+77,15547885
5.55E+76,15547886
4.06E+76,15547887
3.03E+76,15547888
1.09E+76,15547889
6.07E+76,15547890
3.74E+76,15547891
8.30E+76,15547892
9.84E+76,15547893
6.90E+76,15547894
2.46E+76,15547895
4.44E+76,15547896
1.06E+77,15547897
8.63E+76,15547898
4.01E+76,15547899
6.09E+76,15547900
6.79E+76,15547901
8.10E+76,15547902
7.64E+76,15547903
7.73E+76,15547904
2.57E+76,15547905
2.87E+76,15547906
3.37E+76,15547907
1.12E+77,15547908
2.30E+76,15547909
8.42E+76,15547910
8.29E+76,15547911
7.92E+76,15547912
7.00E+76,15547913
9.05E+76,15547914
2.42E+76,15547915
5.36E+76,15547916
9.72E+74,15547917
9.07E+76,15547918
3.63E+76,15547919
1.13E+77,15547920
4.19E+75,15547921
8.88E+76,15547922
6.53E+76,15547923
2.05E+76,15547924
4.70E+76,15547925
4.06E+76,15547926
6.21E+76,15547927
9.61E+76,15547928
8.88E+76,15547929
8.18E+76,15547930
6.96E+75,15547931
9.39E+75,15547932
1.04E+77,15547933
1.67E+76,15547934
9.67E+76,15547935
6.48E+76,15547936
3.09E+76,15547937
5.52E+76,15547938
8.34E+76,15547939
1.20E+76,15547940
4.95E+76,15547941
1.54E+76,15547942
2.35E+76,15547943
7.10E+76,15547944
3.59E+76,15547945
5.67E+76,15547946
9.81E+76,15547947
5.74E+76,15547948
8.33E+76,15547949
